* Strip t0 ec edead A0 A1 ealph dwidth pede C0 C1 C2 C3 C4
* for the dead layer and T0  : 16299.201
* for the Am calibration     : 190112.blu2.alpha0
* for the Integral/Amplitude : default
* 
Channel58=10.265 7.874    62.5 10.0 100.00 6.992  0.0  0.0    0    0    0    0    0
Channel59=10.265 7.874    62.5 10.0 100.00 7.055  0.0  0.0    0    0    0    0    0
Channel60=10.265 7.874    62.5 10.0 100.00 7.345  0.0  0.0    0    0    0    0    0
Channel61=8.210  7.844   111.7 10.0 100.00 6.637  0.0  0.0    0    0    0    0    0
Channel62=8.210  7.844   111.7 10.0 100.00 6.746  0.0  0.0    0    0    0    0    0
Channel63=8.210  7.844   111.7 10.0 100.00 6.763  0.0  0.0    0    0    0    0    0
Channel64=8.210  7.844   111.7 10.0 100.00 6.702  0.0  0.0    0    0    0    0    0
Channel65=8.210  7.844   111.7 10.0 100.00 6.770  0.0  0.0    0    0    0    0    0
Channel66=8.210  7.844   111.7 10.0 100.00 6.436  0.0  0.0    0    0    0    0    0
Channel67=8.210  7.844   111.7 10.0 100.00 6.732  0.0  0.0    0    0    0    0    0
Channel68=8.210  7.844   111.7 10.0 100.00 6.657  0.0  0.0    0    0    0    0    0
Channel69=8.210  7.844   111.7 10.0 100.00 6.785  0.0  0.0    0    0    0    0    0
Channel70=8.210  7.844   111.7 10.0 100.00 6.586  0.0  0.0    0    0    0    0    0
Channel71=8.210  7.844   111.7 10.0 100.00 6.432  0.0  0.0    0    0    0    0    0
Channel72=8.210  7.844   111.7 10.0 100.00 6.590  0.0  0.0    0    0    0    0    0
Channel74=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel75=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel76=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel77=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel78=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel79=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
Channel80=15.000 6.751   100.0 10.0 100.00 6.751  0.0  0.0    0    0    0    0    0
