1,0,0,0,0,0,0,0,0,0
2,0,0,2.733139,1.839452,0.640183,7.968252,0.602897,0,0
3,0,0,2.94094,0.287895,0.646331,0.950275,1.460484,0,0
4,0,0,85.185236,3.260347,1.243536,5.486819,1.367577,1.318024,0.390335
5,0,0,3.564294,1.051138,3.139142,0.506619,0.247367,0.592934,0.946783
6,0,0,3.068477,0.09887,1.851459,0.490748,1.383049,1.054973,3.26307
7,0,0,4.623177,0.010113,0.510798,3.039914,1.07004,1.218386,5.104408
8,0,0,62.208059,0.864415,0.517529,1.570837,1.378896,0.415555,0.188646
9,0,0,26.552796,0.017954,2.601896,0.40065,0.577776,0.975699,0.869462
10,0,0,21.793344,0.6197,0.926653,5.127954,1.553111,39.06406,2.628931
11,0,0,4.704048,2.538458,0.913648,0.504449,1.585799,0.008755,2.212143
12,0,0,22.060488,144.081958,0.135274,50.140023,0.0509,1.052228,0.5811
13,0,0,22.012384,61.479204,1.223045,0.992758,0.046014,0.001216,0.629235
14,0,0,21.804247,34.16209,0.456635,1.000701,0.60122,0.522692,1.105297
15,0,0,17.33226,21.250869,0.861779,0.153617,1.535554,0.594621,1.052934
16,0,0,17.099478,47.116399,0.909575,29.316937,0.592069,0.238712,0.102099
17,0,0,19.2017,15.030589,0.928822,0.413568,0.791682,0.126121,1.893318
18,0,0,20.195649,15.272757,13.161225,0.846055,0.248288,0.573652,1.907821
19,0.353729,0.136704,95.994352,14.987956,10.94131,92.671004,0.214181,0.500291,0.505603
20,0.258657,0.32059,16.394306,13.59548,10.798974,9.730171,0.622263,0.521457,0.639894
21,0.527053,1.046047,8.652303,13.385054,11.59559,10.534603,2.263409,0.561994,0.483882
22,0.495731,1.054426,15.270824,12.098936,9.423455,11.215435,1.456026,0.27252,0.012383
23,10.415848,11.480985,10.230434,10.36836,9.785185,9.379662,11.291767,38.030259,0.135394
24,0.163824,0.358409,8.922846,9.304026,8.906803,9.001973,8.006367,11.395774,0.182097
25,0.555198,0.261477,9.896122,8.738426,0.029103,9.302807,7.783084,10.052212,1.575309
26,-3.8651,17.141497,110.689539,6.964695,8.443185,8.566072,7.28896,8.053991,9.323949
27,0.485054,0.290736,28.97525,7.056674,8.052961,12.411682,8.108849,8.551324,8.886704
28,0.477025,0.300382,87.154077,8.137058,5.981011,7.289412,8.57514,6.886816,8.085619
29,-0.910649,0.543594,11.844267,6.881515,7.092984,6.029077,8.119909,9.711778,7.76163
30,-4.214466,1.055811,10.544058,8.363991,6.014217,6.529365,6.561575,11.546024,7.473204
31,11.263964,4.528497,11.055997,8.102392,5.656474,6.510709,68.616967,6.873201,7.726583
32,9.915663,5.587782,10.57343,5.107413,6.296703,13.616213,7.269221,0.000002,8.264671
33,10.314659,5.015564,11.775609,8.982311,2.748016,2.548897,0.702374,5.005527,8.665389
34,10.488597,4.302474,39.09914,8.276199,1.453266,9.625523,5.714367,4.444882,9.421583
35,9.124794,4.428839,86.80424,9.342702,2.32581,0.092275,0.735158,3.861201,9.270825
36,7.436391,4.73517,10.563529,8.502932,2.366088,11.172355,4.673417,3.482133,12.424798
37,8.928099,4.098962,11.437745,6.433633,7.358812,15.555037,5.266644,44.680956,6.070528
38,21.573593,5.908617,12.464335,11.168894,9.763022,7.465465,6.50775,7.983715,10.358794
39,38.925018,10.328285,14.963924,15.194322,13.935776,13.764253,11.165744,11.106285,10.381031
40,72.152845,12.44108,17.783676,16.286632,15.434994,15.120174,13.18422,12.685356,12.337211
41,111.949323,13.000729,17.879421,16.494395,14.138444,14.258852,14.110481,13.18849,12.303172
42,148.778963,11.417127,17.57717,13.217191,11.605004,11.930349,11.549007,11.077365,11.530112
43,176.622052,8.371511,18.326103,11.646403,10.067242,9.362749,9.270868,8.972168,8.601129
44,191.816948,5.818808,18.437665,12.125236,10.217537,9.027588,9.089941,7.832374,6.45043
45,195.151762,5.540743,18.086767,14.032935,12.214239,11.073123,9.795318,8.74289,7.143716
46,187.865957,6.956456,20.139915,15.508348,13.648896,13.404891,11.088516,9.49713,8.384642
47,173.144812,8.3698,22.815481,16.554309,14.285591,14.319903,11.92157,9.841879,9.527395
48,153.927015,9.097856,22.913105,17.474248,14.830179,13.915598,11.917358,10.54904,10.058472
49,133.497852,8.711054,21.146707,17.776977,14.105694,13.355013,11.336149,10.126475,9.772687
50,113.871518,7.732731,17.428777,15.777105,12.649762,12.421182,9.666525,8.796786,8.720606
51,95.926722,6.547456,13.488971,12.396405,10.781755,10.540556,8.707809,7.468164,7.399314
52,79.518219,5.559628,11.508492,10.221312,8.291655,8.392032,7.413749,6.590763,5.961361
53,65.337988,4.573447,11.069562,8.784858,6.804795,6.132617,5.851963,5.817087,5.523609
54,53.697245,3.729151,11.319231,8.205425,6.234599,5.633106,5.233226,5.215654,4.787736
55,43.617737,3.899223,11.946027,9.837841,6.519286,5.874459,5.858932,5.036949,4.463135
56,35.098934,4.196456,13.346633,9.799906,8.599541,5.750721,7.05967,5.921317,5.161014
57,28.424945,4.293764,12.529216,9.684975,8.570478,8.253565,8.213674,7.229339,5.549059
58,23.329354,3.946173,13.726642,10.283856,7.816775,8.088304,7.966091,7.547402,6.404961
59,19.899797,3.585121,18.41926,9.676352,7.510316,7.505602,7.538146,6.501845,5.687018
60,15.246327,4.888579,16.69605,8.996849,7.629092,6.55443,7.060367,5.70522,5.708838
61,10.941187,4.062182,15.038661,10.357835,6.8353,8.043635,5.756431,5.865732,5.218826
62,9.114865,3.369158,11.419613,9.96867,6.840119,8.810264,5.408179,5.131264,5.527949
63,7.867625,4.243966,10.830195,9.749273,6.758115,5.377696,5.476822,5.47881,5.604518
64,7.953646,4.258126,10.378325,11.307427,6.478684,5.616068,1.370643,5.271422,6.211702
65,7.882664,4.27726,70.005003,10.550707,6.067864,5.875221,40.486971,4.202254,6.709315
66,7.698553,4.133272,10.792201,5.198677,6.454991,5.341109,41.215519,4.041981,6.741389
67,7.354072,3.912871,79.356624,3.121397,19.422626,4.993957,4.576045,3.824496,7.44529
68,-0.946103,6.749149,9.787588,10.407203,2.531394,2.507837,4.609746,3.119793,6.783057
69,-190.385281,25.743788,9.58237,3.42215,5.617132,4.178356,4.195045,3.487324,7.03376
70,-85.039563,11.080247,7.521872,8.678821,5.86752,2.561325,3.640485,3.031298,5.344111
71,-71.548785,9.339475,0.068781,5.085425,5.769662,1.671074,0.670111,3.233341,5.568941
72,-77.543612,10.272596,0.518221,6.366736,4.69078,12.937313,0.688877,3.156161,6.535584
73,-140.013282,18.048129,4.859478,2.367565,4.274574,1.761482,0.679516,3.565031,7.120942
74,-143.07562,18.928568,0.557707,0.729357,2.087947,2.357347,0.697404,2.639547,6.839237
75,-149.931463,19.248691,3.12867,0.010676,2.024994,1.992818,0.598958,2.699837,26.199336
